given,family,sequence,affiliation,DOI
Qingyu,Zhang,additional,"Shenzhen University, China",10.1177/21582440211006714
Muhammad,Farrukh,additional,"Beijing Institute of Technology, China",10.1177/21582440211006714
Sher Zaman,Khan,additional,"Gomal University, Dera Ismail Khan, Pakistan",10.1177/21582440211006714
Janki,Shankar,first,"University of Calgary, Edmonton, Alberta, Canada",10.1177/21582440211033558
Lun,Li,additional,"Simon Fraser University, Vancouver, British Columbia, Canada",10.1177/21582440211033558
Shawn,Tan,additional,"Carleton University, Ottawa, Ontario, Canada",10.1177/21582440211033558
Longji Christopher,Gonsum,first,"Near East University, Nicosia/TRNC, Mersin, Turkey",10.1177/21582440211056336
Çise,Çavuşoğlu,additional,"Near East University, Nicosia/TRNC, Mersin, Turkey",10.1177/21582440211056336
Heleen,Venema,first,"North-West University, Potchefstroom, South Africa",10.1177/2158244020988724
Ruan,Spies,additional,"North-West University, Potchefstroom, South Africa",10.1177/2158244020988724
Leon T.,De Beer,additional,"North-West University, Potchefstroom, South Africa",10.1177/2158244020988724
Hugo,Teixeira,first,"University of Porto, Porto, Portugal",10.1177/21582440211050379
Alexandre,Magalhães,additional,"University of Porto, Porto, Portugal",10.1177/21582440211050379
André,Ramalho,additional,"University of Porto, Porto, Portugal",10.1177/21582440211050379
Maria de Fátima,Pina,additional,"University of Porto, Porto, Portugal + ICICT/FIOCRUZ - Instituto de Comunicação e Informação Científica e Tecnológica em Saúde/Fundação Oswaldo Cruz, Rio De Janeiro, Brazil + Universidade do Estado do Rio de Janeiro, Brazil",10.1177/21582440211050379
Hernâni,Gonçalves,additional,"University of Porto, Porto, Portugal",10.1177/21582440211050379
Tahsin,Firat,first,"Adiyaman University, Turkey",10.1177/21582440221079917
İlhan,Koyuncu,additional,"Adiyaman University, Turkey",10.1177/21582440221079917
Lina,Majed,first,"Physical Education Department, College of Education, Qatar University, Doha, Qatar",10.1177/21582440221079919
Suzan,Sayegh,additional,"Research & Scientific Support Department, Aspetar Orthopaedic and Sports Medicine Hospital, FIFA Medical Center of Excellence, Doha, Qatar",10.1177/21582440221079919
Bryna C. R.,Chrismas,additional,"Physical Education Department, College of Education, Qatar University, Doha, Qatar",10.1177/21582440221079919
Farrah Dina,Yusop,first,"Universiti Malaya, Kuala Lumpur, Malaysia",10.1177/21582440211027572
Akhmad,Habibi,additional,"Universitas Jambi, Jambi, Indonesia",10.1177/21582440211027572
Rafiza Abdul,Razak,additional,"Universiti Malaya, Kuala Lumpur, Malaysia",10.1177/21582440211027572
Aliriza,Arenliu,first,"University of Prishtina, Kosovo",10.1177/2158244020988726
Brikena,Krasniqi,additional,"Labyrinth, Prishtina, Kosovo",10.1177/2158244020988726
Kaltrina,Kelmendi,additional,"University of Prishtina, Kosovo",10.1177/2158244020988726
Shukrije,Statovci,additional,"University Clinical Center of Kosovo, Prishtina, Kosovo",10.1177/2158244020988726
Farid,Irani,first,"Eastern Mediterranean University, Famagusta, Turkey",10.1177/21582440211040120
Salih,Katircioglu,additional,"Eastern Mediterranean University, Famagusta, Turkey",10.1177/21582440211040120
Korhan K.,Gokmenoglu,additional,"Eastern Mediterranean University, Famagusta, Turkey",10.1177/21582440211040120
Yixin,Chen,first,"Sam Houston State University, Huntsville, TX, USA",10.1177/21582440211015712
Xinchuan,Liu,additional,"Peking University, Beijing, China",10.1177/21582440211015712
Malesela J.,Masenya,first,"University of South Africa, Pretoria, Gauteng, South Africa",10.1177/21582440211052559
Amrendra,Pandey,first,"Birla Institute of Management Technology, Greater Noida, India",10.1177/21582440211033826
Jagadish,Shettigar,additional,"Birla Institute of Management Technology, Greater Noida, India",10.1177/21582440211033826
Amarnath,Bose,additional,"Birla Institute of Management Technology, Greater Noida, India",10.1177/21582440211033826
Ramazan,Cansoy,first,"Karabuk University, Turkey",10.1177/21582440211047582
Muhammet Emin,Türkoğlu,additional,"Afyon Kocatepe University, Afyonkarahisar, Turkey",10.1177/21582440211047582
Abdullah,Balıkçı,additional,"Istanbul University-Cerrahpasa, Turkey",10.1177/21582440211047582
María Auxiliadora,Robles-Bello,first,"University of Jaen, Spain",10.1177/21582440211008889
David,Sánchez-Teruel,additional,"University of Cordoba, Spain",10.1177/21582440211008889
Nieves,Valalencia-Naranjo,additional,"University of Jaen, Spain",10.1177/21582440211008889
Francisca,Barba Colmenero,additional,"Centro de Psicología Lmental, Jaen, Spain",10.1177/21582440211008889
Xi,Chen,first,"Shandong Jianzhu University, Jinan, China",10.1177/21582440211052256
Chunlan,Jiao,additional,"Changshu Institute of Technology, Changshu, China",10.1177/21582440211052256
Ran,Ji,additional,"Hebei University of Economics and Business, Shijiazhuang, China",10.1177/21582440211052256
Yu,Li,additional,"Jeonbuk National University, Jeonju, South Korea",10.1177/21582440211052256
Haitham,Nobanee,first,"Abu Dhabi University, UAE + University of Oxford, UK + The University of Liverpool, Merseyside, UK",10.1177/21582440211067234
Mehroz Nida,Dilshad,additional,"The University of Liverpool, Merseyside, UK + Curtin University, Dubai, UAE",10.1177/21582440211067234
Mona,Al Dhanhani,additional,"Abu Dhabi University, UAE",10.1177/21582440211067234
Maitha,Al Neyadi,additional,"Abu Dhabi University, UAE",10.1177/21582440211067234
Sultan,Al Qubaisi,additional,"Abu Dhabi University, UAE",10.1177/21582440211067234
Saeed,Al Shamsi,additional,"Abu Dhabi University, UAE",10.1177/21582440211067234
Yang,Zhao,first,"Chongqing University, China",10.1177/21582440211021410
Zichun,Xu,additional,"Sichuan University of Science and Engineering, China",10.1177/21582440211021410
Ahlam Mohammed,Al-Abdullatif,first,"King Faisal University, Al-Hasa, Saudi Arabia",10.1177/21582440211029927
Hibah Khalid,Aladsani,additional,"King Faisal University, Al-Hasa, Saudi Arabia",10.1177/21582440211029927
Deler,Singh,first,"Thapar Institute of Engineering and Technology, Patiala, India",10.1177/21582440211022323
Dipali S.,Bhandari,additional,"Shree Guru Gobind Singh Ji Government Degree College, Paonta Sahib, India",10.1177/21582440211022323
Baizhang,Zhong,first,"South China Normal University, Guangzhou, China",10.1177/21582440211016387
Fenghui,Zhu,additional,"Jinling High School Hexi Campus, Nanjing, China",10.1177/21582440211016387
Liying,Xia,additional,"Zhuhai High School Affiliated to Central China Normal University, Nanjing, China",10.1177/21582440211016387
Mirian,Agus,first,"University of Cagliari, Italy",10.1177/21582440211040785
Luisa,Puddu,additional,"University of Florence, Firenze, Italy",10.1177/21582440211040785
Rosalba,Raffagnino,additional,"University of Florence, Firenze, Italy",10.1177/21582440211040785
Fred,Bidandi,first,"University of the Western Cape, Bellville, South Africa",10.1177/21582440211011467
Anthony Nforh,Ambe,additional,"University of the Western Cape, Bellville, South Africa",10.1177/21582440211011467
Claudia Haking,Mukong,additional,"University of the Western Cape, Bellville, South Africa",10.1177/21582440211011467
Hesham Suleiman,Alyousef,first,"King Saud University, Riyadh, Saudi Arabia",10.1177/21582440211032194
Shaohua,Yang,first,"Graduate School of Business, Universiti Sains Malaysia, Penang, Malaysia + Adam Smith Business School, University of Glasgow, UK",10.1177/21582440211001860
Salmi Mohd,Isa,additional,"Graduate School of Business, Universiti Sains Malaysia, Penang, Malaysia",10.1177/21582440211001860
T.,Ramayah,additional,"School of Management, Universiti Sains Malaysia, Penang, Malaysia + Internet Innovation Research Center, Newhuadu Business School, Minjiang University, Fuzhou, Fujian, China",10.1177/21582440211001860
Paul Alhassan,Issahaku,first,"Memorial University of Newfoundland, St. John’s, Canada",10.1177/21582440211040125
Alhassan,Sulemana,additional,"University of Ghana, Accra, Ghana",10.1177/21582440211040125
Jurij,Jaklič,first,"University of Ljubljana, School of Economics and Business, Slovenia",10.1177/21582440211040126
Vesna,Bosilj-Vukšić,additional,"University of Zagreb, Faculty of Economics and Business, Croatia",10.1177/21582440211040126
Jan,Mendling,additional,"Vienna University of Economics and Business, Austria",10.1177/21582440211040126
Mojca Indihar,Štemberger,additional,"University of Ljubljana, School of Economics and Business, Slovenia",10.1177/21582440211040126
Hanlong,Gu,first,"College of Land and Environment, Shenyang Agricultural University, China + National Engineering Laboratory for Efficient Utilization of Soil and Fertilizer Resources, Shenyang, China",10.1177/21582440211023204
Yiying,Liu,additional,"College of Land and Environment, Shenyang Agricultural University, China",10.1177/21582440211023204
Fengkui,Qian,additional,"College of Land and Environment, Shenyang Agricultural University, China + National Engineering Laboratory for Efficient Utilization of Soil and Fertilizer Resources, Shenyang, China",10.1177/21582440211023204
Qiubing,Wang,additional,"College of Land and Environment, Shenyang Agricultural University, China + National Engineering Laboratory for Efficient Utilization of Soil and Fertilizer Resources, Shenyang, China",10.1177/21582440211023204
Xiuru,Dong,additional,"College of Land and Environment, Shenyang Agricultural University, China + National Engineering Laboratory for Efficient Utilization of Soil and Fertilizer Resources, Shenyang, China",10.1177/21582440211023204
Imran Ur,Rahman,first,"Center for Trans-Himalaya Studies, Leshan Normal University, P.R. China",10.1177/21582440211036082
Mohsin,Shafi,additional,"Center for Trans-Himalaya Studies, Leshan Normal University, P.R. China",10.1177/21582440211036082
Liu,Junrong,additional,"Center for Trans-Himalaya Studies, Leshan Normal University, P.R. China",10.1177/21582440211036082
Enitilina Tatiani M.K.,Fetuu,additional,"University of International Business and Economics, Beijing, P.R. China",10.1177/21582440211036082
Shah,Fahad,additional,"Center for Trans-Himalaya Studies, Leshan Normal University, P.R. China",10.1177/21582440211036082
Buddhi Prasad,Sharma,additional,"Center for Trans-Himalaya Studies, Leshan Normal University, P.R. China",10.1177/21582440211036082
Delu,Wang,first,"China University of Mining and Technology, Xuzhou, P.R. China",10.1177/2158244021999156
Yadong,Wang,additional,"China University of Mining and Technology, Xuzhou, P.R. China",10.1177/2158244021999156
Jingyuan,Yang,additional,"China University of Mining and Technology, Xuzhou, P.R. China",10.1177/2158244021999156
Ziyang,Huang,additional,"China University of Mining and Technology, Xuzhou, P.R. China",10.1177/2158244021999156
Rong,Cui,additional,"China University of Mining and Technology, Xuzhou, P.R. China",10.1177/2158244021999156
Hesham Suleiman,Alyousef,first,"King Saud University, Riyadh, Saudi Arabia",10.1177/21582440211040797
Sultan Juma,Kakuba,first,"Kyambogo University, Kampala, Uganda",10.1177/21582440211030638
Xiaobing,Huang,first,"Gannan Normal University, Ganzhou, China",10.1177/21582440211030612
Meng,Chen,additional,"Gannan Normal University, Ganzhou, China",10.1177/21582440211030612
Xiaolian,Liu,additional,"Infrastructure University Kuala Lumpur, Kajang, Malaysia",10.1177/21582440211030612
Isaac Kofi,Mensah,additional,"Jiangxi University of Science and Technology, Ganzhou, China",10.1177/21582440211030612
Yanwei,Li,first,"Nanjing Normal University, China",10.1177/21582440211052257
Genea,Canelles,additional,"Nanjing Normal University, China",10.1177/21582440211052257
Iveta,Vrabková,first,"VSB–Technical University of Ostrava, Czech Republic",10.1177/21582440211009221
Jiří,Bečica,additional,"VSB–Technical University of Ostrava, Czech Republic",10.1177/21582440211009221
Olivia,James,first,"The University of Adelaide, South Australia, Australia",10.1177/2158244020988869
Paul,Delfabbro,additional,"The University of Adelaide, South Australia, Australia",10.1177/2158244020988869
Daniel L.,King,additional,"The University of Adelaide, South Australia, Australia + Flinders University, Adelaide, South Australia, Australia",10.1177/2158244020988869
Franka M.,Cadée,first,"Zuyd University, Maastricht, The Netherlands + Maastricht University, The Netherlands",10.1177/2158244021998695
Marianne J.,Nieuwenhuijze,additional,"Zuyd University, Maastricht, The Netherlands",10.1177/2158244021998695
Antoine L. M.,Lagro-Janssen,additional,"Radboud University Medical Centre, Nijmegen, The Netherlands",10.1177/2158244021998695
Raymond,de Vries,additional,"Maastricht University, The Netherlands + University of Michigan Medical School, Ann Arbor, USA",10.1177/2158244021998695
Bernard,Gumah,first,"University of Electronic Science and Technology of China, Chengdu, China",10.1177/2158244021994546
Liu,Wenbin,additional,"University of Electronic Science and Technology of China, Chengdu, China",10.1177/2158244021994546
Maxwell Akansina,Aziabah,additional,"University for Development Studies, Wa, Ghana",10.1177/2158244021994546
Anthony,Orji,first,"University of Nigeria, Nsukka, Enugu, Nigeria",10.1177/21582440211040793
Jonathan E.,Ogbuabor,additional,"University of Nigeria, Nsukka, Enugu, Nigeria",10.1177/21582440211040793
Peter N.,Mba,additional,"University of Gambia, Serrekunda, The Gambia + University of Calabar, Calabar, Nigeria",10.1177/21582440211040793
Onyinye I.,Anthony-Orji,additional,"University of Nigeria, Nsukka, Enugu, Nigeria",10.1177/21582440211040793
Matthias U.,Agboeze,first,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440211026634
Georgina Chinagorom,Eze,additional,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440211026634
Prince Onyemaechi,Nweke,additional,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440211026634
Ngozi Justina,Igwe,additional,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440211026634
Onyeodiri Charity,Imo,additional,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440211026634
Ekaette Okon,Okop,additional,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440211026634
Mary Chinyere,Okengwu,additional,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440211026634
Maryrose N.,Agboeze,additional,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440211026634
Polycarp M. D.,Okeke,additional,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440211026634
Mkpoikanke Sunday,Otu,additional,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440211026634
Ya-Ling,Chiu,first,"College of International Business, Zhejiang Yuexiu University, Shaoxing, China + Shaoxing Key Laboratory of Intelligent Monitoring and Prevention of Smart City, Shaoxing, China + Research Institute for Modern Economics and Management, Zhejiang Yuexiu University, Shaoxing, China",10.1177/21582440211024179
