given,family,sequence,affiliation,DOI
Yoseph,Chen,additional,"Pediatrics, Faculty of Medicine, Sam Ratulangi University",10.20935/al2369
Nelly,Mayulu,additional,"Nutrition and Food, Faculty of Medicine, Sam Ratulangi University",10.20935/al2369
Moses,Jachi,first,,10.20935/al3455
Brontë,Schiltz,first,,10.20935/al1574
William,Torbert,first,"Leadership Professor Emeritus, Boston College",10.20935/al112
Domina,Petric,first,,10.20935/al4010
Adebayo,Afolaranmi,additional,Trinity College Dublin,10.20935/al4856
MD,Badiuzzaman,first,"Scientia PhD Candidate, Faculty of ADA, USNW, Sydney, Australia",10.20935/al2809
Mohammad Mustaneer,Rahman,additional,"PhD Researcher, School of Information and Communication Technology, University of Tasmania, Hobart, TAS 7005, Australia",10.20935/al2809
Fharia,Loba,first,,10.20935/al3008
Cherian,Samuel,first,,10.20935/al2498
Beryl,Radin,first,Georgetown University,10.20935/al2604
Edson Pedro,Ferlin,first,,10.20935/al2909
Nitza,Keren,first,,10.20935/al2508
Qudama,Al-Yasiri,first,"Hungarian University of Agriculture and Life Sciences, Szént István campus, Gödöllő, Hungary",10.20935/al3202
Gábor,Géczi,additional,"Hungarian University of Agriculture and Life Sciences, Szént István campus, Gödöllő, Hungary",10.20935/al3202
Keon,Esky,first,,10.20935/al2973
T. D.,Weerasinghe,first,,10.20935/al2716
S. N. S.,Ranasinghe,additional,,10.20935/al2716
"Alessandro ""Chito""",Guala,first,"OmERO Centre (Olympics and Mega Events Research Observatory) University of Torino, Italy",10.20935/al3138
Dušan,Pavlović,first,"Faculty of Political Science, University of Belgrade",10.20935/al3032
Ahmad,Raza,first,"Department of Pathology, Faculty of Veterinary Science, University of Agriculture, Faisalabad, Pakistan",10.20935/al2709
Lorin,Friesen,first,,10.20935/al2682
Craig Trevor,Hansen,first,University of Applied Research and Development,10.20935/al2766
Aminu,Zubairu  Surajo,first,,10.20935/al2467
Reynaldo,Moral,first,,10.20935/al2246
Utibe Monday,Titus,additional,,10.20935/al3113
Abdulekerim,Temesgen,first,Dire Dawa University,10.20935/al3181
Danjuma,Saidu,first,Federal University Lokoja,10.20935/al3373
Lucas,Vollet,additional,PhD in Philosophy from the Federal University of Santa Catarina,10.20935/al3735
Lucas,Vollet,additional,,10.20935/al3613
Sushma,Krishna,first,"Amrita Institute of Medical Sciences, Cochin, Kerala, India Current: Consultant Microbiologist, Bangalore, India",10.20935/al3604
Manubhai,KP,additional,"Amrita Institute of Medical Sciences, Cochin, Kerala",10.20935/al3604
Kavitha,Dinesh,additional,"Amrita Institute of Medical Sciences, Cochin, Kerala",10.20935/al3604
Asha,Sudheer,additional,"Amrita Institute of Medical Sciences, Cochin, Kerala",10.20935/al3604
Shamsul,Karim,additional,"Amrita Institute of Medical Sciences, Cochin, Kerala",10.20935/al3604
Angela,Crossman,first,"John Jay College, CUNY",10.20935/al3648
Victoria,Talwar,additional,McGill University,10.20935/al3648
Rania I.M.,Almoselhy,first,,10.20935/al1360
STEPHEN ADOLE,BENSON,first,,10.20935/al3210
Amer Hamad Issa,Abukhalaf,first,"Institute for Built Environment Resilience, M.E. Rinker, Sr. School of Construction Management, College of design construction and planning, University of Florida",10.20935/al3393
Deyaaldeen,Abusal,additional,"Environmental Science of Engineering Department, University of Texas at El Paso",10.20935/al3393
Kanav Narayan,Sahgal,first,,10.20935/al2808
Ernest Jeff,Lamptey,additional,,10.20935/al3606
Apurvakumar,Pandya,first,"Indian Institute of Public Health Gandhinagar, India",10.20935/al3562
Pragya,Lodha,additional,"Mental Health Practitioner, India",10.20935/al3562
Joseph,Purden,first,Swansea University,10.20935/al2898
Wynne,Russell,first,Jarawyn Therapy,10.20935/al3092
Jack,Dalby,additional,Jarawyn Therapy,10.20935/al3092
Rachel,Hart,additional,Jarawyn Therapy,10.20935/al3092
Charles E.,Speaks,additional,University of Minnesota - Twin Cities,10.20935/al3671
Mahdie,Shojaei,first,Kerman University of Medical Sciences,10.20935/al3220
Kolawole,Chabi,first,,10.20935/al3362
Enrique,D´Amico,first,Scientific Research Commission of the Province of Buenos Aires,10.20935/al2509
CHARALAMPIA,DIMITROPOULOU,first,,10.20935/al3420
Slawomir,Wycislak,first,Jagiellonian University,10.20935/al3297
Paloma,Taltavull de La Paz,additional,,10.20935/al2910
Jane,Cioffi,additional,,10.20935/al3641
ANDREWS AGYA,YALLEY,additional,University of Cape Coast,10.20935/al3609
David,Brügger,first,The University of Manchester,10.20935/al3756
Alan,Bancroft,first,,10.20935/al1026
Nigel,Hems,first,Independent Researcher,10.20935/al3607
Shameza,David,additional,,10.20935/al3878
Esther,Hertzog,first,Zefat Academic College,10.20935/al4042
Shann,Turnbull,first,International Institute for Self-governance,10.20935/al3877
David,Barrett,first,,10.20935/al2954
Jimmy,Borah,first,Aaranyak,10.20935/al3114
Mohammad Khalid Sayeed,Pasha,additional,WWF,10.20935/al3114
Chike,Anibeze,first,"Enugu State University of Science and Technology, Nigeria.",10.20935/al2961
Adeyanju,Apejoye,first,"Plateau State University, Nigeria",10.20935/al3146
Ty,Wenglar,first,Southeastern University,10.20935/al3240
Norman,Simms,first,retired,10.20935/al2899
Anita,Bans-Akutey,first,"School of Business and Communication, BlueCrest University College",10.20935/al3237
Bemjamin Makimilua,Tiimub,additional,"College of Environmental and Resource Sciences, Zhejiang University",10.20935/al3237
Mario,Ascheri,first,,10.20935/al3148
RAJESH,P V,first,,10.20935/al3351
SARAVANAN,A,additional,NTTF,10.20935/al3351
Yoram,Har-Lev,first,,10.20935/al3096
Kostas,Tepelenis,first,"Department of Surgery, University Hospital of Ioannina",10.20935/al3269
Nikolaos,Tepelenis,additional,"Department of Pathology, Agia Sofia Children’s Hospital",10.20935/al3269
Maria Alexandra,Kefala,additional,Pediatrician,10.20935/al3269
Konstantinos,Vlachos,additional,"Department of Surgery, University Hospital of Ioannina",10.20935/al3269
Ajeet,Jaiswal,first,Central University of Tamil Nadu,10.20935/al3320
Gunnar,Heinsohn,first,Emeritus University of Bremen (Germany),10.20935/al2958
Ransford Kwabena,Awuku-Gyampoh,additional,South African Theological Seminary,10.20935/al3495
Katya,Stoycheva,additional,"Department of Psychology, Institute for Population and Human Studies, Bulgarian Academy of Sciences",10.20935/al3344
Wilfredo,Dalugdog,first,Laguna State Polytechnic University - Siniloan Campus,10.20935/al3382
Abhishek,Phadke,first,,10.20935/al1659
Antonio,Medrano,additional,,10.20935/al1659
Dr. Anna,Douglas,first,Walden University,10.20935/al3503
Harold Ray,Taves,first,University of San Diego,10.20935/al3552
Margaret,Ismaila,additional,"University of Ghana, Accra, Legon",10.20935/al3996
Sheila,Walbe Ornstein,first,"Faculty of Architecture and Urbanism, University of São Paulo",10.20935/al4539
Shanshan,Yang,first,,10.20935/al2546
Daniele,Mazza,first,"Formerfaculty, Politecnico di Torino",10.20935/al3023
Enrico,Canuto,additional,"Formerfaculty, Politecnico di Torino",10.20935/al3023
Leah,Farrell,first,,10.20935/al2715
Parviz,Mohebbi,first,Centre National de la Recherche Scientifique / French National Centre for Scientific Research,10.20935/al3214
Oleksandr,Bulbuk,first,"Department of Prosthetic Dentistry, Ivano-Frankivsk National Medical University",10.20935/al2734
Mykola,Rozhko,additional,Ivano-Frankivsk National Medical University,10.20935/al2734
Olena,Bulbuk,additional,Ivano-Frankivsk National Medical University,10.20935/al2734
Chikezie,Okoronkwo,first,Federal Polytechnic Nekede,10.20935/al3170
Kenneth,Agwu,additional,Federal Polytechnic Nekede,10.20935/al3170
Alabi,Oluwole Titilayo,additional,Yaba College of Technology,10.20935/al3170
Bose,Okereke,additional,Federal Polytechnic Nekede,10.20935/al3170
Jonathan,Oghena,additional,Federal Polytechnic Nekede,10.20935/al3170
Chibuzor,Okoronkwo,additional,Nnamdi Azikiwe University Awka,10.20935/al3170
James,Mitchell,first,,10.20935/al3348
Ujjwal,Acharya,first,Center for Media Research - Nepal,10.20935/al3365
Hilary,Thurston,first,York University,10.20935/al3984
Patrizia,Piredda,additional,,10.20935/al3533
Linda,Eneix,additional,The OTS Foundation for Neolithic Studies,10.20935/al4242
Johannes,Oosthuizen,first,Rabdan Academy,10.20935/al4610
Casper,van der Tak,first,Senior Consultant (Nutawa sagl),10.20935/al3563
John,Higley,first,Professor Emeritus of Government and Sociology at The University of Texas at Austin,10.20935/al4637
Elizabeth,Bucura,first,,10.20935/al2545
OLIMPIA,NIGLIO,first,"Hosei University, Tokyo, Japan",10.20935/al3223
Sandor,Dr Fekete,first,University of Pecs,10.20935/al2939
Judit,Dr Fekete,additional,,10.20935/al2939
Claudio,Fontana,first,University of Palermo,10.20935/al2543
David A.,Bainbridge,first,Alliant International University,10.20935/al4148
Kim,Smith,first,University of South Wales,10.20935/al4181
Shane,Liyanage,additional,,10.20935/al4228
Adi,Mana,first,"Peres Academic Center, Israel",10.20935/al4322
Rute,Grossi-Milani,additional,"Universidade Cesumar (UNICESUMAR), Maringá, Paraná, Brazil",10.20935/al4322
Fabiane,Dolphine Fuentes Penachiotti,additional,"Universidade Cesumar (UNICESUMAR), Maringá, Paraná, Brazil",10.20935/al4322
Lisa. J.,Hardy,additional,"Northern Arizona University, U.S.A",10.20935/al4322
Dolors,Juvinyà  Canal,additional,"University of Girona, Spain",10.20935/al4322
Sharon,Benheim,additional,"Ben Gurion University of the Negev, Israel",10.20935/al4322
Roald,Pijpker,additional,"Wageningen University, The Netherlands",10.20935/al4322
Kristal,Polhuis,additional,"Wageningen University, The Netherlands",10.20935/al4322
Moran,Neuman,additional,"Ben Gurion University of the Negev, Israel",10.20935/al4322
Melody,Hakimian,additional,"Northern Arizona University, U.S.A",10.20935/al4322
Shifra,Sagy,additional,"Ben Gurion University of the Negev, Israel",10.20935/al4322
Katarzyna,Świerad-Redwood,first,,10.20935/al3227
José Endoença,Martins,first,"UNIFACVEST (LAGES, SC, BRASIL)",10.20935/al2507
Doina,Gavrilov,first,National School of Political and Administrative Studies,10.20935/al1632
Zachary,Foster,first,,10.20935/al4313
Dominic Vincent,Ligot,first,University of Asia and the Pacific,10.20935/al2956
Mark,Toledo,additional,CirroLytix Research Services,10.20935/al2956
Stephen,Sakellarios,additional,,10.20935/al3211
John Mark,Asio,first,,10.20935/al2596
Jan,Green,first,,10.20935/al2718
Shiba,Mohanty,first,,10.20935/al3209
Santosh,Gopalkrishnan,additional,,10.20935/al3209
Emmanuel O.,Okoro,first,,10.20935/al4455
Mumeen,Salihu,additional,,10.20935/al4455
Giwa,Ayuba,additional,,10.20935/al4455
Nehemiah,Ikoba,additional,,10.20935/al4455
Gale A.,Bishop,first,Geologist and Paleontologist,10.20935/al3082
Berislav,Kržič,additional,Scientific Illustrator and Naturalist,10.20935/al3082
Michael J.,Samms,additional,Geologist,10.20935/al3082
Andrew K.,Rindsberg,additional,Ichnologist,10.20935/al3082
Brian K.,Meyer,additional,Geologist and Sedimentologist,10.20935/al3082
M.,Rothschild,first,Carnegie Museum of Natural History,10.20935/al4464
Olalekan,Bello,first,University of Westminster,10.20935/al3548
Robmarie,López-Soto,first,,10.20935/al2731
Kurniawan Arif,Maspul,first,University of Suffolk,10.20935/al3570
Fina,Amalia,first,International Open University,10.20935/al3570
Elton,Nogueira,additional,UFMG - The Federal University of Minas Gerais and Judge in Brazil conducted Judicial Case in 2019 and 2020,10.20935/al4452
Laura,Esposito,additional,University of Naples L'Orientale,10.20935/al4453
Bruce,Rothschild,first,,10.20935/al3647
Sesan,Busayo,first,,10.20935/al3335
Arnob,Roy,first,,10.20935/al2198
Adnan,Naim,first,"KIIT-TBI, KIIT University, Bhubaneswar - 751024",10.20935/al2672
Suryakanta,Mishra,additional,"ICAR-DPR, RS, Bhubaneswar, ODISHA, India",10.20935/al2672
Debasis,Nayak,additional,Indian Institute of Technology Indore,10.20935/al2672
Derek,Hayes,first,,10.20935/al3611
Nnamdi,Madichie,first,Bloomsbury Institute London,10.20935/al3676
Nisreen,Ameen,additional,Royal Holloway University of London,10.20935/al3676
Yarub,Al-Douri,first,"Engineering Department, American University of Iraq-Sulaimani, P.O.Box: 46001, Sulaimani, Kurdistan, Iraq | Department of Mechatronics Engineering, Faculty of Engineering and Natural Sciences, Bahcesehir University, 34349 Besiktas, Istanbul, Turkey",10.20935/al2614
Muhammad,Yasin,first,"Department of Entomology, Faculty of Agriculture and Environment, The Islamia University of Bahawalpur 63100, Pakistan",10.20935/al3667
Abdul,Rehman,additional,"Department of Agronomy, Faculty of Agriculture and Environment, The Islamia University of Bahawalpur 63100, Pakistan",10.20935/al3667
Neil,Dagnali,first,Manchester Metropolitan University (MMU),10.20935/al3955
Kenneth,Drinkwater,additional,Manchester Metropolitan University (MMU),10.20935/al3955
James,Houran,additional,Instituto Politécnico de Gestão e Tecnologia,10.20935/al3955
Emmanuel,Awulu,first,"School of Biological Sciences, University of Aberdeen, Scotland, United Kingdom",10.20935/al3799
Luis,Demestre,first,,10.20935/al3963
Abdul Qawi,Noori,first,English Department of Takhar University,10.20935/al4307
Nafisa,Noori,additional,Takhar Female Technical and Vocational Institute,10.20935/al4307
Russell J.,Kendzior,additional,National Floor Safety Institute,10.20935/al4462
Mikey,Georgeson,additional,University of East London,10.20935/al4414
Vidya,Shenoy,additional,"PhD Scholar, V.O.U, India",10.20935/al4497
André,Bueno Rezende de Castro,first,University of Bonn (Center for Development Research),10.20935/al4330
Herman,Waetjen,first,San Francisco Theological Seminary,10.20935/al4417
Brock,Isaac Muhambya,additional,,10.20935/al3993
Shawn,Gerard,additional,,10.20935/al4030
FARAZ AHMAD,KHAN,first,"Forest Research Centre for Eco-rehabilitation, Prayagraj, UP, India",10.20935/al4335
SHABINA,PARVEEN,additional,"CMP Degree College, University of Allahabad, Prayagraj, UP, India",10.20935/al4335
Muthukumarasamy,Arunachalam,first,Central University of Kerala,10.20935/al4450
Bindhusri,Arunachalam,additional,Texas A\&M University,10.20935/al4450
Showget,Ahmad Bhatt,additional,"Sri Paramakalyani Centre for Environmental Science, Manonmaniam Sundaranar University, Alwarkurichi 627412, Tamil Nadu, India",10.20935/al4450
Paulo Tiago,Cabeça,first,Universidade de Évora,10.20935/al4879
Shipra,Maitra,additional,"Institute for Human Development, Delhi",10.20935/al4491
Mohamed,El-Boray,first,,10.20935/al661
P.,Thirumal,additional,,10.20935/al891
Douglas W.,Hayes,additional,,10.20935/al326
Cristina,Priori,first,,10.20935/al909
Damien,Ragavan,first,"National Astrophysics and Space Science Programme, University of KwaZulu-Natal",10.20935/al1213
Michael,McAleer,first,National Tsing Hua University,10.20935/al565
Don,Macnaughtan,first,Lane Community College,10.20935/al108
Omodunni,Bodunde,first,,10.20935/al1162
Dan,Mafora,additional,,10.20935/al930
SVETLANA,RADTCHENKO-DRAILLARD,first,,10.20935/al873
Robert,McGee,first,,10.20935/al547
Tamojit,Poddar,first,,10.20935/al917
Nirnimesh,De,additional,,10.20935/al917
Ping-Yin,Kuan,first,,10.20935/al283
Chih-Tsan,Wang,additional,,10.20935/al283
Sorin,Baiasu,first,,10.20935/al127
Moriah,Poliakoff,first,,10.20935/al851
Fernanda,Cavalcanti,first,,10.20935/al1210
Peter Anto,Johnson,first,Antarctic Institute of Canada,10.20935/al1158
Aleefa,Devji,additional,Antarctic Institute of Canada,10.20935/al1158
John Christy,Johnson,additional,Antarctic Institute of Canada,10.20935/al1158
Jasrita,Singh,additional,Antarctic Institute of Canada,10.20935/al1158
Austin,Mardon,additional,Antarctic Institute of Canada,10.20935/al1158
John,Funder,first,,10.20935/al509
Dmitry,Zinoviev,first,,10.20935/al998
jan,sitvast,first,,10.20935/al665
Ehsan,Erfani,first,,10.20935/al463
David,Mitchell,additional,,10.20935/al463
Oriel,Hlokoane,first,"Department of Pharmacy, National University of Lesotho, Maseru, Lesotho",10.20935/al1312
Luis,Sanchez-Masi,first,,10.20935/al1258
Idris Muhammad,Yakubu,first,"CBN Diagnostic and Treatment Center Abuja, Nigeria",10.20935/al1531
Tahoma,Jabbe,additional,"CBN Diagnostic and Treatment Center Abuja, Nigeria",10.20935/al1531
Apoorva,Patel,first,,10.20935/al985
Reid,Hala,first,,10.20935/al518
AbdulAzeez,Kolawole,first,,10.20935/al1193
Omer Farooq,Saeed,first,,10.20935/al1168
Jonathan,Williams,first,,10.20935/al1543
Wolfgang,Pape,first,,10.20935/al1811
Deepa,Revi,first,"Medical Trust Institute of Medical Science, Medical Trust Hospital, (affiliated to Kerala University of Health Sciences)",10.20935/al1029
Dr. Amrita,Satapathy,first,IIT Bhubaneswar,10.20935/al161
Panchali,Bhattacharya,additional,IIT Bhubaneswar,10.20935/al161
Hasna,Sidmou,first,Mohamed 5 University of Rabat,10.20935/al743
Francesco,PERONO CACCIAFOCO,first,,10.20935/al956
Shaun Tyan Gin,LIM,additional,,10.20935/al956
Nikola,Babic,first,,10.20935/al747
Toula,Gordillo,first,,10.20935/al734
Saleh,Al-Busaidi,first,,10.20935/al199
Victoria,Tuzlukova,additional,,10.20935/al199
Roland,Schmuck,additional,,10.20935/al442
Thilini,Meegaswatta,first,,10.20935/al573
John,Chimombo,first,,10.20935/al825
Michael,"Lock, MD",first,,10.20935/al1068
Aruni,Jayatilaka,additional,,10.20935/al1068
Ashira,Lokhandwala,additional,,10.20935/al1068
Kimya,Manouchehri,additional,,10.20935/al1068
Brian,"Yaremko, MD",additional,,10.20935/al1068
Francisco,"Perera, MD",additional,,10.20935/al1068
